symbol,timeframe,timestamp,price,direction,tier,components
BTCUSDT,15m,2024-01-01 15:30:00,42885.6,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 15:30:00,42885.6,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 15:30:00,42885.6,LONG,3,detect_bos_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 15:45:00,42818.0,LONG,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 15:45:00,42818.0,LONG,3,detect_fvg_simple
BTCUSDT,15m,2024-01-01 15:45:00,42818.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 15:45:00,42818.0,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 15:45:00,42818.0,LONG,4,detect_bos_simple;detect_fvg_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 16:00:00,42880.0,LONG,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 16:00:00,42880.0,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 16:00:00,42880.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 16:00:00,42880.0,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 16:00:00,42880.0,LONG,4,detect_bos_simple;detect_order_block_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 16:15:00,42753.0,LONG,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 16:15:00,42753.0,SHORT,3,detect_liquidity_grab_simple
BTCUSDT,15m,2024-01-01 16:15:00,42753.0,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 16:15:00,42753.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 16:15:00,42753.0,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 16:15:00,42753.0,SHORT,5,detect_bos_simple;detect_liquidity_grab_simple;detect_order_block_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 16:30:00,42808.0,LONG,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 16:30:00,42808.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 16:30:00,42808.0,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 16:30:00,42808.0,LONG,3,detect_bos_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 16:45:00,42759.7,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 16:45:00,42759.7,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 16:45:00,42759.7,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 16:45:00,42759.7,SHORT,3,detect_order_block_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 17:00:00,42810.1,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 17:00:00,42810.1,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 17:00:00,42810.1,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 17:00:00,42810.1,LONG,3,detect_order_block_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 17:15:00,42765.9,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 17:15:00,42765.9,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 17:15:00,42765.9,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 17:15:00,42765.9,SHORT,3,detect_order_block_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 17:30:00,42767.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 17:30:00,42767.0,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 17:30:00,42767.0,LONG,2,detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 17:45:00,42847.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 17:45:00,42847.0,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 17:45:00,42847.0,LONG,2,detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 18:00:00,43148.5,LONG,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 18:00:00,43148.5,LONG,3,detect_fvg_simple
BTCUSDT,15m,2024-01-01 18:00:00,43148.5,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 18:00:00,43148.5,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 18:00:00,43148.5,LONG,4,detect_bos_simple;detect_fvg_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 18:15:00,43096.2,LONG,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 18:15:00,43096.2,LONG,3,detect_fvg_simple
BTCUSDT,15m,2024-01-01 18:15:00,43096.2,SHORT,3,bear_candle
